Period,CPI,IT_Exports,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1100.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,Менше як 3 місяці,1100.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1083.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1050.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,230.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,260.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,260.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,280.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,315.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,350.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1350.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,350.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,350.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,350.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,4 роки,10 і більше років,1100.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1100.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1070.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1150.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,1100.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1300.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,1250.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Senior,7 років,3 місяці,1230.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,2 роки,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,1250.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1200.0,3709.76928710938
2020.12,177.1,3180.4,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1200.0,3709.76928710938
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2370.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2280.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,"1,5 року",2600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,3 роки,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,3 місяці,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,1330.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,10 і більше років,5000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,550.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 місяці,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,715.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,3 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,3200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,4 роки,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",4300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,1700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,2 роки,660.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",3 місяці,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,3372.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,3200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,8 років,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,6 років,2800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,"1,5 року",850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,2 роки,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,4 роки,2150.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,3100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,660.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,3600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,2 роки,3500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,3 роки,3100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,5 років,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,Пів року,3320.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,2 роки,3950.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Менше як 3 місяці,2150.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",3200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,3 місяці,1300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,3600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,5 років,5100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,1200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",3600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,3 роки,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,1 рік,925.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1260.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,925.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,730.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,650.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,Пів року,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Менше як 3 місяці,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,9 років,1150.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,10 і більше років,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,1 рік,3200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,"1,5 року",1750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,5 років,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 роки,1400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,1940.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,4 роки,2400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,650.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,950.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,Пів року,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,546.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,1300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,"1,5 року",3400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,"1,5 року",2100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,Менше як 3 місяці,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,"1,5 року",2300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Менше як 3 місяці,1470.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,1 рік,2800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,8 років,3 роки,2600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 місяці,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,"1,5 року",2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",3 місяці,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,2 роки,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,"1,5 року",3900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,6500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,Менше як 3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,2 роки,4000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,"1,5 року",3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,Пів року,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,9 років,3 роки,3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,7 років,4750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,1950.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,3 роки,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,2 роки,3550.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,1 рік,1430.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,6 років,3800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1457.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Пів року,1000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,1 рік,780.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,Пів року,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,1 рік,800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,Пів року,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,1 рік,Пів року,500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,2 роки,2800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,Менше як 3 місяці,520.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,1850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Пів року,1750.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,2 роки,1700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,2280.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,3 місяці,3 місяці,759.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2400.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,4 роки,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 роки,1700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,Пів року,700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,1 рік,2150.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,2850.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року",Менше як 3 місяці,760.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,3 роки,3700.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,3 місяці,2300.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,1280.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,2 роки,4600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,3 роки,Менше як 3 місяці,1500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,5 років,5 років,1600.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,Пів року,3 роки,780.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Пів року,1800.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,2 роки,3 місяці,2500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,6 років,"1,5 року",4500.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Senior,7 років,Менше як 3 місяці,3900.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Junior,"1,5 року","1,5 року",1100.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,3 роки,2200.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Lead,10 і більше років,1 рік,2000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,Менше як 3 місяці,3000.0,4775.94580078125
2021.06,180.4,3450.7,"Analyst (Business, Data, System)",Middle,4 роки,1 рік,250.0,4775.94580078125
