Period,CPI,IT_Exports,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2017.06,154.3,1725.3,Business analyst,Lead,8,3,5000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.5,1500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,9,меньше 3 месяцев,3600.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.25,0.25,800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,0.5,1600.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,3,1250.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,750.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,0.5,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.25,1300.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,10 и более лет,0.5,4000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,1,1500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,3,1500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,1.5,2350.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.5,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,4,1520.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,5,5,3560.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,3,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.5,2500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,1,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,1,500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,1.5,670.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.5,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,10 и более лет,0.25,1800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,5,0.25,1100.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,меньше 3 месяцев,700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,1,800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,1.5,750.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,9,1.5,1362.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,5,2,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,5,3,1215.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,2,2300.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,900.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,0.5,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,4,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,1,1500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,10 и более лет,5,2750.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Senior,6,1,370.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,1,1700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.5,0.5,200.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,2,1500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,0.5,1700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,3,1800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,меньше 3 месяцев,700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Senior,6,1.5,3135.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,1,500.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,0.5,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,меньше 3 месяцев,1,300.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,0.5,1400.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,220.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,1.5,1000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,1,1450.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,1.5,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1,1,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,2,800.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,600.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,5,2,2000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.5,0.5,700.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,1.5,1100.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,меньше 3 месяцев,1900.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,2,0.25,850.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,3,3,760.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,9,1,400.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.5,0.5,615.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,10 и более лет,1.5,5000.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,4,1600.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,1.5,2,1975.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Lead,10 и более лет,7,925.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.5,0.5,231.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Middle,4,3,1100.0,2604.28759765625
2017.06,154.3,1725.3,Business analyst,Junior,0.5,0.5,400.0,2604.28759765625
